,id,name,summary
5993,153593,Independence Day Break,"Independence Day Break is an arcade game that lets the user break Independence Day themed characters with a unique paddle and ball. Unique animated levels, Mini-Bosses and powerups to collect while you progress through the levels. Thirty Levels to play in and battle mini bosses on your way to victory. Single player retro-arcade fun!"
5994,153594,Space Break Head to Head,Space Break Head to Head is a retro arcade game that lets 1 and 2 players play head to head in a competitive space environment. Unique animated bricks tumble down toward the users paddle along with Sci-Fi Mini-Bosses and Powerups. Collect powerups as you progress through the levels and defeat your opponent. Thirty Space Levels to compete in and battle mini bosses on your way to victory in single player and two player modes.
5995,153642,Farming Simulator 22: Collector's Edition,"Farming Simulator 22: Collector's Edition includes:
Modding Video Tutorials
PC Game
2x A2 poster
USB Beacon Light - responds to in game Beacon
24 Brand Stickers"
5996,153647,Cotton Rock 'n' Roll,"Cotton Rock ‘n’ Roll retains the comical world of Cotton and Silk, the game features not only from the Cotton series but also the other shoot'em up such as Sanvein's ""Time"" System and Psyvariar's ""Buzz"" system."
5997,153648,Cotton Rock 'n' Roll: 30th Anniversary Limited Edition,"This edition includes the following
Game: Cotton Rock 'n' Roll,
Nata de Cotton Nendoroid,
Cotton Complete Works book,
Cotton Rock ‘n’ Roll original soundtrack CD"
5998,153649,Melty Blood: Type Lumina - Melty Blood Archives,"This edition includes the following
Game: Melty Blood: Type Lumina,
Takashi Takeuchi-illustrated Box,
96-page art book,
Three-disc Melty Blood Sound Collection"
5999,153748,Armed Emeth,"Valess, a boy earning petty cash in a commune of drifters is suddenly met by Lock, a stand-alone golem. Valess' mother was kidnapped by a terrorist organization, and upon discovering that the leader of that organization has an enormous bounty on his head, Valess receives a golem of his own from Lock and decides to join him on an adventure into the unknown where numerous bounties await. Thus begins their journey of grit and oil across several continents!"
6000,153808,AI: The Somnium Files - Nirvana Initiative,"Six years ago, the right half of a corpse was discovered under mysterious circumstances. The left half was never found…until six years later, when it was discovered completely fresh with no signs of decay, as though the victim was alive until just recently. Now, newly-appointed Special Agent Mizuki and her AI partner Aiba are tasked to solve the bizarre Half Body serial killings…"
6001,153817,Fantasy Friends: Under The Sea,"Fantasy Friends: Under The Sea is the newest opus of the Fantasy Friends series. Discover a brand-new submarine world, with a lot of surprises, and 12 new underwater adorable friends to take care of! (Re)Encounter a very friendly mermaid, Aurea, who will guide you in this bubbly adventure!

Explore the plaza, add decorations, get new magical sea creatures, buy them new clothes or even cooler toys to play with, and decorate the plaza with incredible fun items!"
6002,153818,Traditional Tactics Ne+,"You are ""Prince Natri"", explore the dungeon ""Royal Tomb"" to be the king. In there, many spirits are waiting to make a trial of your courage. Let's fight and try the simulation battle with your units!"
6003,153824,Crash Drive 3,"Experience ridiculous fun in this cross-platform multiplayer, free-roaming game! Drive monster trucks, tanks and more amazing vehicles across a huge open world. Level up, play events, earn cash, unlock new cars and discover secrets.... Crash Drive is back!

COMPETITIVE EVENTS
Destroy a gigantic beach ball, catch robbers as a cop or steal the king's crown, these are just a few examples of the 10 fun game events this game has to offer. Participate in these random competitive events, beat your opponents to earn the most cash and buy awesome new cars or customisations.

CRAZY CAR LEVELING
By using nitro boosts you increase the car’s nitro capacity, by driving at top speed you increase its top speed... catch the drift? ‘Maxing’ all stats for a car increases your player level allowing you to buy new cars or customisations. Collect over 50+ vehicles and customise your car with funky antennas, boosts and unique number plates with your in-game name on it. Reach the maximum player level to prestige and show who is the real Crash Drive 3 boss! Solid golden car anyone?

OPEN WORLD EXPLORATION
To the moon and back! Drive around freely and explore the boundless and varied open world at your leisure. Fly a rocket to the moon, storm the king’s castle in the forest, go to the saloon in the wild west canyons or experience ice drifting fun in the arctic snow. Done with icy cold? How about a relaxing ferry trip to the tropics? Each area is unique and filled with secret areas, collectibles…"
6004,153831,Aery: Calm Mind,"Aery: Calm Mind is an interactive game experience that is designed to relax your mind and soul. You jump into the role of a little bird, explore beautiful landscapes and collect the missing feathers of your little bird friend. Because there are no enemies or any danger of any kind you will be able to lean back and enjoy the scenery and the sensation of flying. It is a great game for relaxing and calming down after an exhausting day full of hassle. Every level has two parts. A first introduction into the overall theme and a second one that gives a little more time to play around and to enjoy the beauty of the area. Of course, you can always select the level that you feel helps most to relax yourself. Most levels can be finished quite quickly so that you can freely choose spend time exploring the environment but you don’t have to stay for too long if you are just looking for a short moment of peace and enjoyment."
6005,154205,Gods Will Fall: Valiant Edition,"The gods' rule over humanity has lasted for millennia. They demand to be worshipped and to those who don't submit to the gods' will; merciless death awaits.
Experience the trials of 8 Celtic warriors in their plight to sever the gods' grip on humanity. Every man and woman who can muster a blade will form your clan and take on legions of beasts in each of the gods' realms.
Succeed and see legends born. Fail, and lives turn to dust.

The Valiant Edition Includes ""The Valley of the Dormant Gods""

The Valley of the Dormant Gods content will be released episodically as three new levels within the game, post launch. Each level will include a new god, alongside the other bonus content."
6006,154322,Space Jam: A New Legacy - The Game,"As part of his scheme to become an all-powerful digital force, a rogue artificial intelligence named Al-G Rhythm has trapped basketball champion and global icon LeBron James inside the Warner Bros. server.

While plotting to have his Goon Squad square off against LeBron and the Tune Squad in a high-stakes, high-tech basketball game, Al-G locks himself away in a hidden area of cyberspace.

If LeBron, Bugs Bunny, and Lola Bunny can find all three pieces of the """"Legacy Code,"""" they can use it to open up Al-G's secret lair. But standing in their way is the rogue AI's robot army... and members of the Goon Squad, The Brow and White Mamba.

Put the hurt on Al-G's army in this classic 2D brawler, using collectible cards to enlist help from other Tune Squad players. Will the Tune Squad's teamwork be enough to stop Al-G Rhythm's plans?"
6007,154325,Bai Qu: Hundreds of Melodies,"While visiting his sick father, college student Wei Qiuwu accidentally encountered a girl playing a concertina. Though unlikely at first, Wei Qiuwu becomes a good friend of Li Jiayun, the musician. Both of them act as an indispensable tune in each other's life. Until one day someone unveils to Wei Qiuwu the cruel truth hidden under a fairy-tale cover…"
